turn,fromRank,fromFile,toRank,toFile,timeSpent,win
22,5,5,6,3,9,0
28,6,3,5,1,8,0
40,5,1,3,0,13,0
52,4,0,5,2,21,0
54,5,2,7,3,14,0
60,7,3,5,2,16,0
74,5,2,4,4,22,0
76,4,4,2,5,19,0
84,2,5,0,6,23,0
86,0,6,2,5,22,0
90,2,5,1,3,23,0
96,1,3,2,5,25,0
98,2,5,4,6,25,0
100,4,6,2,7,25,0
102,2,7,4,6,26,0
106,4,6,3,4,27,0
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,2,4,0,8,1
24,4,0,5,2,7,1
38,5,2,3,3,13,1
48,5,5,3,6,22,1
12,7,6,5,5,6,0
20,7,1,6,3,10,0
28,5,5,3,4,11,0
30,6,3,5,5,10,0
38,5,5,4,3,11,0
40,4,3,2,2,10,0
10,7,6,6,4,5,1
22,7,1,6,3,11,1
24,6,4,4,3,9,1
26,6,3,5,5,7,1
30,4,3,6,4,9,1
32,6,4,4,5,8,1
4,7,6,5,5,2,1
12,7,1,5,2,6,1
16,5,5,4,3,7,1
36,5,2,4,0,15,1
6,7,6,5,5,3,1
14,5,5,3,4,5,1
18,3,4,1,3,5,1
22,7,1,5,2,11,1
30,5,2,6,4,9,1
46,6,4,5,2,15,1
50,5,2,3,3,13,1
54,3,3,5,2,14,1
56,5,2,4,4,14,1
58,4,4,3,6,15,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
38,5,5,6,3,17,1
44,6,3,7,1,12,1
50,7,1,6,3,14,1
56,6,3,5,5,15,1
60,5,2,7,1,29,1
64,7,1,6,3,17,1
68,5,5,7,4,20,1
70,7,4,6,2,18,1
74,6,2,4,1,19,1
82,6,3,5,1,25,1
10,7,1,6,3,5,1
12,7,6,5,5,6,1
18,6,3,5,1,6,1
26,5,5,3,4,10,1
50,5,1,3,0,20,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
24,5,2,3,1,11,1
26,5,5,6,3,11,1
38,6,3,4,2,12,1
44,4,2,6,3,12,1
48,6,3,4,2,13,1
50,4,2,6,3,13,1
56,6,3,4,2,15,1
70,4,2,3,4,21,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,5,4,3,7,1
20,5,2,4,4,9,1
8,7,6,5,5,4,1
20,7,1,6,3,10,1
24,6,3,5,5,7,1
38,5,5,3,4,17,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
10,5,5,3,4,3,1
16,5,2,4,4,7,1
22,3,4,1,3,8,1
8,7,6,5,5,4,1
14,7,1,6,3,7,1
16,6,3,4,2,4,1
18,5,5,3,4,7,1
22,3,4,2,6,6,1
28,2,6,4,5,8,1
40,4,2,5,4,16,1
12,7,6,5,5,6,1
16,7,1,6,3,8,1
28,6,3,4,2,10,1
30,4,2,6,3,8,1
32,5,5,4,3,13,1
34,4,3,2,4,9,1
40,6,3,4,4,12,1
56,4,4,3,6,18,1
58,3,6,2,4,15,1
60,2,4,3,6,21,1
62,3,6,2,4,16,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,5,4,3,7,1
20,5,2,4,4,9,1
32,4,3,2,4,11,1
6,7,1,5,2,3,1
12,7,6,6,4,6,1
30,6,4,4,3,12,1
38,4,3,6,4,11,1
40,6,4,7,2,10,1
42,5,2,6,4,19,1
70,7,2,5,1,25,1
4,7,1,5,2,2,1
22,7,6,6,4,11,1
24,6,4,5,6,6,1
38,5,6,4,4,13,1
6,7,1,5,2,3,1
12,7,6,6,4,6,1
24,5,2,4,0,10,1
28,6,4,4,3,11,1
32,4,3,6,4,9,1
38,6,4,4,3,11,1
50,4,3,5,5,15,1
4,7,1,5,2,2,1
26,7,6,6,4,13,1
4,7,1,5,2,2,1
10,5,2,4,0,4,1
14,4,0,2,1,4,1
20,7,6,6,4,10,1
26,6,4,5,6,8,1
50,5,6,3,5,18,1
2,7,6,5,5,1,1
4,5,5,4,3,1,1
10,7,1,6,3,5,1
22,6,3,5,5,8,1
4,7,1,5,2,2,0
8,7,6,5,5,4,0
10,5,5,3,4,3,0
26,3,4,4,2,10,0
30,4,2,5,4,8,0
34,5,2,6,4,16,0
38,6,4,4,5,10,0
42,5,4,4,2,13,0
46,4,2,2,3,12,0
52,4,5,6,6,16,0
60,6,6,5,4,17,0
6,7,6,5,5,3,1
24,7,1,6,3,12,1
48,6,3,5,5,18,1
60,5,5,3,6,28,1
4,7,1,5,2,2,1
14,7,6,5,5,7,1
22,5,2,3,3,10,1
28,3,3,5,2,8,1
32,5,2,3,3,9,1
36,3,3,1,2,10,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
10,5,5,3,4,3,1
26,5,2,4,0,12,1
40,4,0,3,2,13,1
44,3,2,5,1,12,1
46,5,1,4,3,12,1
60,4,3,2,4,18,1
4,7,1,5,2,2,1
12,7,6,5,5,6,1
16,5,2,4,4,7,1
20,4,4,3,2,6,1
26,5,5,6,3,10,1
30,6,3,4,4,8,1
34,4,4,6,3,9,1
40,6,3,4,2,11,1
4,7,1,5,2,2,1
22,7,6,6,4,11,1
32,6,4,5,6,10,1
56,5,6,4,4,20,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,2,7,1,8,1
20,7,1,6,3,5,1
32,6,3,4,4,11,1
36,4,4,2,3,10,1
42,2,3,0,4,12,1
8,7,6,5,5,4,1
14,5,5,4,3,5,1
24,7,1,6,3,12,1
26,6,3,4,4,7,1
38,4,4,3,2,12,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,5,6,3,7,1
20,6,3,5,1,5,1
36,5,2,3,1,17,1
46,5,1,3,0,18,1
48,3,0,4,2,12,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
26,5,5,7,4,11,1
34,5,2,7,3,16,1
36,7,4,6,6,11,1
38,7,3,6,5,10,1
40,6,5,7,7,10,1
44,7,7,5,6,12,1
50,6,6,4,7,16,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
26,5,2,4,0,12,1
32,4,0,5,2,9,1
56,5,5,6,7,26,1
58,6,7,4,6,15,1
64,5,2,6,4,24,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,5,4,3,7,1
20,5,2,4,4,9,1
24,4,3,5,5,7,1
46,5,5,7,4,17,1
50,7,4,5,3,13,1
54,5,3,3,4,14,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
10,5,5,3,4,3,1
26,5,2,3,3,12,1
44,3,4,4,6,19,1
46,4,6,5,4,12,1
48,5,4,3,5,12,1
4,7,1,5,2,2,1
12,7,6,5,5,6,1
20,5,2,4,4,9,1
22,4,4,3,2,6,1
56,5,5,4,3,25,1
8,7,1,5,2,4,1
16,7,6,5,5,8,1
20,5,5,4,3,6,1
28,5,2,4,0,12,1
30,4,0,2,1,8,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,2,7,1,8,1
20,7,1,6,3,5,1
24,6,3,5,1,7,1
28,5,5,3,4,12,1
30,3,4,1,3,8,1
38,5,1,6,3,13,1
4,7,6,5,5,2,1
14,7,1,6,3,7,1
16,6,3,5,1,4,1
18,5,5,6,3,8,1
20,5,1,4,3,6,1
26,6,3,4,4,8,1
30,4,4,5,2,8,1
8,7,6,5,5,4,1
12,7,1,5,2,6,1
14,5,5,6,3,5,1
16,6,3,5,1,4,1
18,5,2,4,4,6,1
20,4,4,5,6,5,1
24,5,6,4,4,7,1
36,4,4,5,2,12,1
40,5,1,7,2,16,1
46,7,2,6,0,13,1
52,5,2,3,3,17,1
54,3,3,2,5,14,1
72,6,0,7,2,24,1
90,7,2,5,3,27,1
92,5,3,6,1,23,1
96,6,1,4,2,25,1
8,7,6,5,5,4,1
10,7,1,5,2,5,1
18,5,2,3,3,6,1
22,5,5,3,4,9,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,2,7,1,8,1
20,7,1,6,3,5,1
24,6,3,5,1,7,1
26,5,5,4,3,11,1
28,4,3,3,1,7,1
32,3,1,5,2,9,1
36,5,2,4,0,10,1
40,5,1,3,2,14,1
42,4,0,3,2,12,1
44,3,2,4,4,11,1
8,7,6,5,5,4,0
10,7,1,5,2,5,0
20,5,2,3,3,7,0
38,5,5,3,4,17,0
8,7,6,5,5,4,0
20,7,1,5,2,10,0
26,5,5,4,3,11,0
8,7,6,5,5,4,1
16,7,1,6,3,8,1
22,6,3,4,2,7,1
26,4,2,2,1,7,1
4,7,1,5,2,2,1
20,7,6,5,5,10,1
34,5,5,3,4,12,1
38,3,4,5,5,10,1
40,5,5,3,6,10,1
42,3,6,2,4,11,1
6,7,6,5,5,3,1
10,7,1,5,2,5,1
16,5,5,6,3,6,1
28,5,2,4,0,11,1
34,6,3,5,1,13,1
36,5,1,4,3,9,1
44,4,3,2,2,13,1
50,2,2,3,4,14,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
26,5,2,6,4,12,1
8,7,6,5,5,4,1
22,7,1,5,0,11,1
30,5,0,6,2,9,1
8,7,6,5,5,4,1
10,7,1,5,2,5,1
22,5,2,3,3,8,1
8,7,6,6,4,4,1
20,6,4,5,2,8,1
22,7,1,5,0,11,1
30,5,2,6,4,10,1
42,5,0,3,1,15,1
48,3,1,1,2,13,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
26,5,2,4,0,12,1
30,4,0,5,2,8,1
34,5,2,3,1,9,1
38,3,1,5,0,10,1
56,5,5,7,4,26,1
58,5,0,4,2,19,1
64,4,2,6,3,17,1
66,7,4,6,6,19,1
68,6,6,5,4,17,1
72,5,4,4,2,19,1
74,4,2,5,4,19,1
80,5,4,6,6,21,1
86,6,6,7,4,23,1
88,6,3,7,5,28,1
90,7,4,5,5,23,1
6,7,6,5,5,3,1
10,7,1,6,3,5,1
12,6,3,5,5,3,1
4,7,1,5,2,2,1
20,7,6,5,5,10,1
8,7,6,5,5,4,1
10,7,1,5,2,5,1
20,5,2,3,3,7,1
12,7,1,5,2,6,1
14,7,6,5,5,7,1
24,5,2,3,1,9,1
26,5,5,6,3,9,1
30,3,1,2,3,9,1
32,6,3,4,2,9,1
50,4,2,5,4,17,1
54,5,4,7,5,14,1
64,7,5,5,4,18,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
20,5,2,4,0,9,1
22,4,0,3,2,6,1
24,3,2,5,1,6,1
26,5,1,6,3,7,1
36,5,5,4,3,16,1
38,4,3,3,1,10,1
42,6,3,5,1,14,1
50,5,1,3,2,14,1
74,3,2,4,4,24,1
78,3,1,1,2,29,1
80,1,2,3,3,20,1
90,3,3,4,1,25,1
104,4,4,6,5,33,1
106,6,5,5,3,27,1
6,7,6,5,5,3,1
12,7,1,6,3,6,1
16,5,5,3,6,6,1
18,6,3,5,5,6,1
22,3,6,5,7,7,1
28,5,5,7,6,9,1
38,7,6,5,5,12,1
46,5,5,6,3,13,1
4,7,1,5,2,2,1
30,7,6,6,4,15,1
36,6,4,4,3,10,1
8,7,1,5,2,4,1
10,7,6,5,5,5,1
16,5,5,4,7,5,1
70,4,7,5,5,31,1
72,5,5,3,4,18,1
74,3,4,1,3,19,1
76,1,3,3,2,19,1
78,3,2,4,0,20,1
80,4,0,6,1,20,1
86,6,1,7,3,23,1
88,7,3,5,4,22,1
94,5,4,4,6,25,1
8,7,6,5,5,4,1
12,5,5,6,3,4,1
20,6,3,5,1,7,1
22,7,1,5,2,11,1
44,5,2,6,4,16,1
8,7,6,5,5,4,1
14,7,1,5,2,7,1
18,5,5,6,3,7,1
24,5,2,3,3,8,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
26,5,2,4,0,12,1
30,4,0,5,2,8,1
36,5,2,3,1,10,1
40,3,1,1,2,11,1
42,5,5,3,4,19,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
20,5,2,4,0,9,1
26,4,0,2,1,8,1
8,7,6,5,5,4,1
12,7,1,6,3,6,1
18,5,5,4,7,7,1
28,6,3,5,1,11,1
32,5,1,7,2,9,1
36,4,7,5,5,13,1
40,5,5,4,3,11,1
44,7,2,5,1,14,1
46,5,1,4,3,12,1
62,4,3,5,1,21,1
64,5,1,3,0,16,1
66,3,0,2,2,17,1
4,7,6,5,5,2,1
12,5,5,6,3,5,1
20,6,3,5,1,7,1
42,7,1,5,0,21,1
10,7,6,5,5,5,1
14,7,1,6,3,7,1
18,5,5,7,6,6,1
20,7,6,6,4,5,1
40,6,4,7,2,15,1
44,6,3,7,1,18,1
48,7,1,5,0,13,1
60,5,0,3,1,18,1
62,3,1,5,0,16,1
64,5,0,6,2,16,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,5,6,3,7,1
22,5,2,4,0,10,1
24,6,3,5,1,7,1
26,4,0,3,2,7,1
28,5,1,6,3,8,1
38,3,2,4,0,12,1
40,4,0,2,1,10,1
48,6,3,7,5,17,1
54,7,5,5,6,15,1
68,5,6,7,5,20,1
86,7,5,6,3,26,1
6,7,6,6,4,3,1
14,6,4,4,3,5,1
18,4,3,6,2,5,1
22,6,2,5,4,6,1
26,7,1,6,3,13,1
28,6,3,5,5,7,1
32,5,4,3,5,10,1
4,7,1,5,2,2,1
10,7,6,5,5,5,1
18,5,5,4,3,6,1
20,4,3,2,2,5,1
36,5,2,7,1,17,1
66,7,1,6,3,24,1
68,6,3,4,2,17,1
70,4,2,5,4,18,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
10,5,5,3,4,3,1
26,3,4,2,2,10,1
32,5,2,4,0,15,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,2,7,1,8,1
20,7,1,6,3,5,1
24,6,3,5,1,7,1
36,5,1,6,3,12,1
38,5,5,3,4,17,1
46,3,4,5,5,13,1
48,5,5,7,4,12,1
52,6,3,4,2,17,1
54,4,2,2,3,14,1
58,2,3,1,1,15,1
60,1,1,2,3,15,1
70,7,4,6,2,23,1
76,2,3,1,5,23,1
78,1,5,3,4,20,1
80,3,4,5,5,20,1
88,5,5,6,3,24,1
90,6,3,5,5,23,1
92,5,5,7,6,23,1
94,7,6,5,7,24,1
100,5,7,7,6,26,1
102,7,6,5,7,26,1
104,5,7,7,6,26,1
108,7,6,5,7,28,1
110,5,7,4,5,28,1
112,4,5,2,6,28,1
114,2,6,4,7,29,1
4,7,1,5,2,2,1
18,7,6,5,5,9,1
24,5,5,6,3,7,1
30,6,3,5,1,9,1
4,7,6,5,5,2,1
6,5,5,3,4,2,1
8,3,4,4,6,2,1
10,4,6,2,5,3,1
16,7,1,5,2,8,1
8,7,6,5,5,4,1
16,7,1,5,0,8,1
34,5,0,3,1,13,1
38,3,1,1,2,10,1
40,1,2,3,1,10,1
52,3,1,4,3,16,1
8,7,6,5,5,4,1
18,7,1,6,3,9,1
34,6,3,5,1,12,1
36,5,1,4,3,9,1
4,7,1,5,2,2,1
6,7,6,5,5,3,1
20,5,5,4,3,8,1
36,4,3,5,1,13,1
40,5,1,6,3,11,1
42,6,3,7,5,11,1
46,5,2,6,4,22,1
50,6,4,4,5,13,1
66,7,5,5,4,22,1
70,4,5,5,3,22,1
72,5,4,7,5,19,1
74,5,3,7,4,19,1
80,7,5,5,6,22,1
84,7,4,5,3,23,1
4,7,1,5,2,2,1
12,7,6,5,5,6,1
40,5,5,3,4,17,1
56,5,2,6,4,27,1
58,6,4,4,5,15,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
14,5,2,3,3,6,1
18,5,5,3,4,7,1
12,7,1,5,2,6,1
14,7,6,5,7,7,1
16,5,7,4,5,4,1
30,4,5,6,4,11,1
54,5,2,4,4,24,1
56,6,4,4,3,20,1
58,4,4,2,5,15,1
68,4,3,2,2,20,1
72,2,2,4,3,19,1
82,4,3,2,4,23,1
84,2,4,4,5,21,1
6,7,6,5,5,3,1
14,7,1,5,2,7,1
22,5,2,4,4,7,1
24,4,4,3,2,6,1
8,7,6,5,5,4,0
18,7,1,5,0,9,0
26,5,5,7,4,11,0
28,7,4,6,6,7,0
40,5,0,3,1,15,0
50,6,6,4,5,18,0
4,7,6,5,5,2,1
14,7,1,5,2,7,1
16,5,5,4,3,7,1
26,5,2,3,3,9,1
8,7,6,5,5,4,1
10,7,1,5,2,5,1
24,5,2,3,1,9,1
30,3,1,5,2,9,1
36,5,5,6,7,16,1
58,5,2,4,4,21,1
60,4,4,2,3,15,1
62,2,3,1,5,16,1
4,7,6,5,5,2,1
8,5,5,3,4,3,1
12,3,4,5,5,4,1
18,7,1,5,2,9,1
30,5,2,3,1,10,1
32,5,5,3,4,13,1
34,3,1,5,0,9,1
36,5,0,4,2,9,1
66,4,2,3,4,24,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
26,5,2,4,0,12,1
28,4,0,3,2,7,1
30,3,2,5,1,8,1
40,5,1,7,2,12,1
42,5,5,6,7,19,1
58,6,7,7,5,18,1
20,7,6,6,4,10,1
26,7,1,5,0,13,1
30,6,4,5,2,10,1
36,5,2,6,4,10,1
40,6,4,4,5,11,1
46,4,5,2,4,13,1
50,5,0,4,2,18,1
2,7,6,5,5,1,1
12,7,1,5,2,6,1
20,5,5,3,4,9,1
30,5,2,3,1,12,1
38,3,1,2,3,11,1
40,2,3,4,4,10,1
12,7,6,6,4,6,1
16,7,1,6,3,8,1
28,6,4,5,2,11,1
34,5,2,6,4,10,1
38,6,4,5,2,10,1
40,6,3,5,1,16,1
56,5,2,7,3,18,1
60,7,3,5,2,16,1
64,5,2,3,1,17,1
72,5,1,7,2,26,1
82,7,2,5,3,23,1
90,5,3,6,1,24,1
92,6,1,4,2,23,1
12,7,6,6,4,6,1
20,7,1,5,2,10,1
34,5,2,3,1,12,1
42,3,1,1,2,12,1
46,1,2,0,0,12,1
50,6,4,7,6,22,1
58,7,6,5,5,16,1
64,5,5,3,4,17,1
66,3,4,5,3,17,1
68,5,3,6,1,17,1
78,6,1,4,2,22,1
10,7,6,5,5,5,1
18,7,1,6,3,9,1
32,5,5,7,4,13,1
38,7,4,6,2,11,1
56,6,3,7,1,23,1
60,7,1,5,2,16,1
68,5,2,7,1,19,1
70,7,1,5,2,18,1
72,5,2,6,0,18,1
8,7,6,5,5,4,1
12,7,1,5,2,6,1
16,5,5,4,7,6,1
24,5,2,6,4,9,1
26,4,7,3,5,9,1
30,6,4,4,5,9,1
44,4,5,3,7,14,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
28,5,2,7,3,13,1
34,7,3,5,4,10,1
38,5,5,6,3,17,1
40,5,4,3,5,11,1
64,6,3,7,5,22,1
76,7,5,5,4,22,1
86,5,4,4,6,24,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
20,5,5,3,4,8,1
22,3,4,2,2,6,1
8,7,6,6,4,4,0
16,7,1,5,2,8,0
30,5,2,3,3,11,0
36,6,4,5,6,16,0
38,5,6,3,7,10,0
40,3,7,5,6,10,0
44,5,6,6,4,12,0
46,6,4,5,2,12,0
48,5,2,3,3,12,0
52,3,3,5,2,14,0
54,5,2,4,4,14,0
60,4,4,5,2,16,0
68,5,2,3,3,19,0
72,3,3,4,1,19,0
76,4,1,2,2,20,0
78,2,2,3,0,20,0
8,7,1,5,2,4,1
12,7,6,5,5,6,1
18,5,2,3,3,7,1
26,5,5,3,4,10,1
28,3,4,5,5,7,1
30,5,5,6,3,8,1
38,6,3,5,1,11,1
12,7,6,5,5,6,0
16,7,1,6,3,8,0
28,6,3,7,5,10,0
30,7,5,5,6,8,0
38,5,6,7,5,11,0
40,5,5,4,3,17,0
54,7,5,5,6,17,0
56,5,6,3,5,14,0
58,4,3,3,5,19,0
8,7,6,5,5,4,0
10,7,1,5,2,5,0
22,5,5,6,3,9,0
24,6,3,4,2,6,0
32,4,2,2,1,10,0
38,5,2,3,3,16,0
6,7,1,6,3,3,1
18,7,6,6,4,9,1
20,6,4,5,2,5,1
26,6,3,5,1,11,1
28,5,2,4,4,9,1
34,5,1,3,2,10,1
4,7,1,5,2,2,1
16,7,6,5,5,8,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
12,5,5,4,3,4,1
14,4,3,6,2,4,1
24,6,2,5,4,8,1
26,5,4,3,5,7,1
28,3,5,2,3,7,1
32,2,3,0,2,9,1
6,7,1,5,2,3,1
8,7,6,5,5,4,1
22,5,5,6,3,9,1
24,6,3,4,4,6,1
2,7,6,5,5,1,0
12,7,1,6,3,6,0
16,5,5,7,4,7,0
22,6,3,5,1,8,0
38,7,4,6,2,15,0
40,6,2,5,4,10,0
42,5,1,6,3,15,0
52,5,4,6,2,16,0
54,6,3,7,1,16,0
56,6,2,5,0,15,0
58,7,1,5,0,15,0
60,5,0,4,2,16,0
10,7,6,5,5,5,1
16,7,1,5,2,8,1
20,5,2,4,4,6,1
28,4,4,5,2,9,1
34,5,2,4,0,10,1
38,4,0,5,2,10,1
42,5,2,3,1,11,1
50,3,1,5,0,14,1
52,5,0,4,2,13,1
58,5,5,3,4,26,1
62,4,2,3,4,18,1
64,3,4,2,6,17,1
12,7,6,5,5,6,1
14,7,1,5,2,7,1
28,5,5,4,3,11,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,2,4,0,8,1
22,4,0,5,2,6,1
36,5,5,6,3,16,1
38,5,2,6,4,13,1
44,6,4,5,6,12,1
46,6,3,5,5,14,1
56,5,6,7,5,17,1
64,5,5,6,3,20,1
70,6,3,4,4,19,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
14,5,5,7,6,5,1
6,7,1,5,2,3,1
12,7,6,6,4,6,1
26,5,2,4,0,11,1
34,4,0,5,2,10,1
40,5,2,7,1,11,1
42,7,1,6,3,11,1
50,6,4,7,2,22,1
54,6,3,7,5,16,1
58,7,5,6,7,15,1
62,6,7,4,6,16,1
64,4,6,2,5,16,1
66,2,5,3,7,17,1
68,3,7,5,6,17,1
14,7,6,6,4,7,1
20,7,1,6,3,10,1
34,6,3,4,4,12,1
40,6,4,5,2,16,1
44,4,4,3,6,13,1
62,3,6,5,5,20,1
64,5,5,6,3,16,1
74,6,3,4,4,21,1
78,4,4,2,5,20,1
8,7,1,5,2,4,1
10,7,6,5,5,5,1
14,5,2,4,0,5,1
24,4,0,5,2,8,1
26,5,5,4,7,10,1
30,4,7,5,5,8,1
40,5,5,7,6,12,1
42,5,2,4,4,15,1
52,7,6,5,5,16,1
20,7,6,6,4,10,1
22,7,1,6,3,11,1
28,6,4,4,5,9,1
38,6,3,7,1,13,1
40,7,1,5,2,10,1
46,5,2,4,0,13,1
48,4,0,5,2,12,1
2,7,6,5,5,1,1
16,7,1,5,2,8,1
22,5,5,3,6,10,1
42,5,2,4,4,17,1
54,4,4,3,6,16,1
58,3,6,5,5,23,1
6,7,1,5,2,3,1
8,7,6,5,5,4,1
24,5,5,7,4,10,1
26,5,2,6,4,11,1
28,6,4,4,3,7,1
34,7,4,6,2,11,1
36,6,2,4,1,9,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
16,5,2,4,0,7,1
30,4,0,3,2,11,1
4,7,1,5,2,2,1
22,7,6,6,4,11,1
32,6,4,5,6,10,1
36,5,6,3,5,10,1
8,7,6,5,5,4,1
18,7,1,6,3,9,1
22,6,3,4,2,6,1
28,4,2,3,0,8,1
38,5,5,4,7,17,1
14,7,1,5,2,7,1
18,7,6,6,4,9,1
20,5,2,4,0,6,1
24,4,0,3,2,7,1
28,3,2,1,3,8,1
30,6,4,5,2,10,1
42,5,2,3,3,13,1
4,7,6,5,5,2,1
14,7,1,5,2,7,1
26,5,2,3,1,9,1
38,5,5,4,3,18,1
44,4,3,5,1,12,1
52,5,1,4,3,15,1
54,3,1,4,3,20,1
58,4,3,2,2,16,1
4,7,1,5,2,2,1
14,7,6,5,5,7,1
36,5,2,3,3,17,1
38,5,5,6,3,15,1
42,6,3,5,5,11,1
48,5,5,6,3,13,1
50,6,3,4,2,13,1
54,4,2,5,4,14,1
62,5,4,4,6,17,1
76,4,6,6,7,22,1
78,6,7,5,5,20,1
100,5,5,7,4,30,1
104,7,4,6,2,27,1
106,6,2,5,4,27,1
8,7,6,5,5,4,1
18,7,1,5,0,9,1
20,5,5,4,3,8,1
28,4,3,6,2,9,1
32,6,2,4,1,9,1
34,5,0,6,2,12,1
36,6,2,4,1,9,1
46,4,1,2,0,15,1
8,7,1,5,2,4,1
10,7,6,5,5,5,1
20,5,2,3,3,8,1
28,3,3,2,5,9,1
12,7,6,5,5,6,1
18,7,1,5,2,9,1
36,5,2,4,4,13,1
40,5,5,6,3,17,1
46,6,3,4,2,13,1
12,7,6,5,5,6,1
18,7,1,5,2,9,1
28,5,5,3,6,11,1
32,5,2,7,1,11,1
34,3,6,5,5,10,1
36,5,5,3,4,9,1
60,7,1,6,3,22,1
4,7,1,5,2,2,1
14,7,6,6,4,7,1
16,6,4,5,6,4,1
22,5,6,4,4,7,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,2,4,0,8,1
24,4,0,5,2,7,1
26,5,2,7,3,7,1
38,5,5,7,4,17,1
54,7,3,6,5,20,1
60,6,5,5,3,16,1
4,7,1,5,2,2,1
10,7,6,5,5,5,1
10,7,6,5,5,5,1
16,7,1,6,3,8,1
28,6,3,4,4,10,1
38,5,5,4,7,16,1
40,4,7,6,6,10,1
46,6,6,5,4,13,1
56,5,4,3,3,16,1
60,3,3,1,2,16,1
4,7,1,5,2,2,1
8,7,6,5,5,4,1
18,5,2,4,0,8,1
24,4,0,5,2,7,1
26,5,2,7,3,7,1
30,5,5,7,4,13,1
36,7,4,6,6,10,1
44,7,3,6,5,15,1
66,6,6,7,4,24,1
70,7,4,6,2,18,1
76,6,2,5,0,20,1
78,5,0,4,2,20,1
4,7,1,5,2,2,1
20,7,6,6,4,10,1
22,6,4,5,6,6,1
30,5,6,3,5,9,1
32,3,5,5,4,8,1
34,5,4,3,3,9,1
8,7,6,6,4,4,1
14,7,1,5,2,7,1
24,6,4,5,6,10,1
28,5,2,4,4,10,1
30,5,6,4,4,9,1
32,4,4,5,6,8,1
42,5,6,4,4,13,1
8,7,6,5,5,4,1
10,7,1,5,2,5,1
34,5,2,4,4,14,1
38,5,5,4,3,17,1
52,4,4,3,2,17,1
64,3,2,2,0,19,1
72,2,0,4,1,20,1
74,4,1,3,3,19,1
76,3,3,5,4,19,1
